,e_class,prep_tweet
2452,4,feel elegant marvelous irresistible frock endure discomfort
2453,1,not know feel helpless confused angry tired
2454,4,lose kg feel fab
2455,0,transfer operate bed begin feel little apprehensive
2456,1,feel don t contribute conversation book writing bore shallow bunk
2457,4,hope deeply affend maybe know feel year faithful catholic tell go hell anyways privacy home
2458,1,feel badly know suffer complain cold nonsense d gladly help fix problem
2459,3,remember feeling fall miyavi s shocked face
2460,4,suddenly feel energetic
2461,0,m fair xia way feel frighten work fault
2462,4,feel like ecstatic feel joy feel love particularly devotee come mood eagerly move move move say andri visitor abroad
2463,1,feel bad
2464,1,lean head take deep breath s awful feeling awful s make sick
2465,1,look like not like care way s different friend feel unimportant like care
2466,1,feel real gloomy s large government program horizon freedom consistently contract wallet pilfer benefit fat cat corporate banker public continue vote politician steal day
2467,1,feel like feel guilty treat badly not want will not league proper inability practice service hour despite good skater have good attitude practice
2468,0,feel bit fearful feeling stress drink
2469,4,not know feel mellow normal good
2470,4,hope make friend feel welcome
2471,2,want accept s inevitable grumpy old man woman age want accept feel irritated annoy trivial little thing normal
2472,0,answer feel skeptical
2473,2,not feel particularly bitter birthday fact fantastic day
2474,4,feel satisfied eat feel long not feel like snack later
2475,4,miss way feel m point ve accept betray
2476,4,feel content know rest story
2477,2,feel irritated
2478,2,feel like m bitter old lady long life not deal anymore
2479,1,feel little disappointed little hair improve stickiness linger
2480,1,m feel bit lonely comment respond c
2481,1,feel lame complain minute blurry vision easy rest day
2482,2,feel rush ready tomorrow
2483,5,feel strongly support run mile
2484,1,remember feel embarrassed recognize call
2485,2,sit dave atell try feel rude guy eat
2486,4,feel solemn duty share divine knowledge order benefit s truth beauty render world tad close thearchitecturality utopian perfectly set garage society strive
2487,2,feel like kind hate picture soooo glad take
2488,1,feel guilty large portion time income devote craft hobby eventually realise stress bust cheap therapy
2489,4,admit past ve lot time scoff feel superior christian
2490,4,love kim kardashion tutorial feel glamorous
2491,4,feel glad justice serve west say
2492,4,feel relieved finally single tear shed
2493,1,want thing want feel embarrassed make people upset
2494,4,feel like m element pleased surround adorable tiny garment
2495,1,feel exhausted matter survival point onwards
2496,1,feel pain come school ache
2497,4,feel like tranny lot time title blake lively feel like tranny href http www
2498,1,great feeling fear trepidation child abuse know statistic
2499,4,m feel invigorated ready s ahead excited share information
2500,0,feel threaten idea care care far
2501,4,not feel special
2502,2,feel little dissatisfied picture couple month
2503,4,feel like perfect person trust not want perfect
2504,1,feel humiliate don t want face world
2505,1,not expect feel disheartened departure
2506,3,adjust feel strange
2507,4,remember feel excited particular day consider grow woop
2508,4,feel entirely free express way feel surrounding life myriad experience continue
2509,4,prepare bunch dish safety control home feel safe ve prepare
2510,2,capable late ve feel pretty bitter depressed lot gratitude general
2511,4,feel strong ready
2512,2,feel like m wade dangerous water think dialog important
2513,4,feel truthful usual day
2514,4,mean time negative thought feeling reaction go consciously replace positive
2515,4,m feel festive tonight
2516,4,feel help intelligent individual
2517,3,watch silently feeling daze memory loss
2518,1,feel regretful bad call
2519,4,feel blessed mom
2520,5,feel teach student lovely finish piece
2521,4,feeling s amuse
2522,1,feel listless deflate
2523,1,secretary call fran land dublin whim surprise find permanent job chance feel homesick head holyhead
2524,3,sit author letter feel little surprised entire year pass
2525,2,plant big section lettuce leave open pesky bunny feel rebellious raid garden
2526,2,nagging feeling fuck try
2527,5,feel watch romantic movie
2528,4,feel complacent experience program find concept ve big drag s room scrutiny
2529,2,feel angry
2530,2,feel cold day
2531,2,look people feel slightly envious way motivate sit study hard
2532,0,t help feel little hesitant lily
2533,1,ill feel burdened confused sigh
2534,0,smile start feel like uptight comment jaw fall right head
2535,4,stop feel clever feel have memory having
2536,0,ve frustrate not walk float air see good sidewalk pothole trip beat feel unsure scared
2537,5,feel meet return body beloved father begin realize meaning unearthly love seek long
2538,4,like feel work puzzle help improve fine motor skill teach follow set instruction order
2539,2,feel manipulkate wrong son lucy charlie brown
2540,1,feel oh low
2541,5,love liz earle moisturizer leave skin feel lovely think purchase light version time
2542,1,start feel benefit extremely boring
2543,3,recall feeling time coolum whilst lay bed day s funny s call speak everyday
2544,1,feel listless
2545,4,not feel like talk bad feel sociable way
2546,4,m feel outgoing mood game face smooch
2547,1,feel not care
2548,4,feel like kid eager blow candle open gift good stuff
2549,4,love look black feel like smart choice m kind draw rich blue grayish blue
2550,1,feel pretty crappy
2551,4,feel like important vote local stuff
2552,4,randomly talk find feel cd listen eager watch
2553,0,ve feel little bit anxious late far relation lack thereof ward investigator m excited able ponder temple come plan lord help
2554,4,feel virtuous second reflect spend go swimming pool work personal fitness yes
2555,4,not tell word feel honor photo gallery
2556,2,m sure feel slightly wrong police sheriff tsa bad thing
2557,4,feel carefree want fun
2558,4,think feel gratitude think kind gracious heavenly father
2559,1,actually feel like m completely submissive
2560,1,think m go play larry feel awkward singing instead admit
2561,1,apologize ppl drag feel shame img src rte emoticon smile embaresse
2562,4,feel s job tool need successful person
2563,1,truly feel disillusioned world year believe help get immense joy
2564,1,m feel gloomy
2565,0,m feel indecisive m poll you p
2566,0,feel horribly insecure
2567,5,hard core problem tell people feel sympathetic consequently feel obligated try help
2568,4,feel divine strong
2569,4,hope feel fine wanna happy birthday realize dream happy perfect person deserve good
2570,4,feel inner conflict sense duty desire play hadn t entertain thought sex
2571,0,feel nervous walk outside
2572,1,feel continue feel absolutely horrible fly great distance spend money hotel naught
2573,2,feel resentful hurt m grateful say include disco swimming take stair
2574,1,figure radio appearance increase chance ll good someday anticipation feel m doom eternal repetition futile
2575,1,reading unpleasant plane ride day not feel like read unpleasant thing skip uruk hai entirely reading experience come point
2576,1,feel heartbroken time stupid boy not worth
2577,4,feel know know tolerate
2578,1,feel pretty homesick maine
2579,1,ill darn feel shame care blogge community
2580,1,feel ashamed waste year life partying waste time
2581,1,find unlove unkind body make feel like punish
2582,1,feel unfortunate community little week evaluate solution prior drastic way stop proposal come vote public work
2583,4,feel inspire christmas present m give away
2584,4,wake feel positive totally mood evening feel banana shake breakfast chocolate shake dinner sunday roast tea
2585,2,go feel little hostile feel like not care
2586,2,know feel tortured read
2587,2,m feel distracted likewise attract thing let know thing not let wait
2588,1,m try well spending feel deprived
2589,2,feel impatient final post week tangible result far exciting far philip reaura term firm smooth
2590,4,feel blogger popular clique twice people jealous success choose kiss butt fit triple disrespect pompous notoriety
2591,1,m start feel bit jaded
2592,1,feel moronic lot thing say people progress new ism espouse
2593,0,tell feel anxious turn thirty
2594,1,want feel pain suffer year
2595,4,long summer vacation like school summer feeling relaxation carefree
2596,4,feel ok lol
2597,2,come home day discover sister borrow car get accident entire bumper destroy
2598,1,feel dirty cheap talk go far
2599,0,partner feel m afraid s feel
2600,0,m particular d feel uncomfortable assert ve love
2601,1,not know feel disheartened
2602,5,feel compassionate gentle understand human result trial
2603,1,feel lot bid work beat price price
2604,4,feel amuse hear neighbour use word muze instead mujhe hey kay zay kay
2605,1,wake feel listless leave work early day past week
2606,1,feel kind embarrassed write ladybit get frozen swim feel like numb not thaw good mile
